existence_confidence,target,lemmed_tweets,stemmed_tweets
0.6896,2,bad idea john brennan write oped usa today,bad idea john brennan write ope usa today
0.6912,1,msnbcs ratigan take snow mean nonsense denier treehugger,msnbc ratigan take snow mean nonsens denier treehugg
0.6866,0,bad idea al gore book event dc tomorrow,bad idea al gore book event dc tomorrow
1.0,1,noreen do gop really think snowstorm disprove yup bradplumer show idiotic,noreen doe gop realli think snowstorm disprov yup bradplum show idiot
0.4224,0,bad idea nbc late nite executive supervise toyoto engineer scientist,bad idea nbc late nite execut supervis toyoto engin scientist
0.6421,2,bad idea toyoto safety engineer work,bad idea toyoto safeti engin work
1.0,2,theproducer climatechange legislation bury record snowfall capital thehillcom,theproduc climatechang legisl buri record snowfal capit thehillcom
0.6714,1,dc ok believe snow continue pile whats reason,dc ok believ snow continu pile what reason
1.0,1,flake denier use massive snowstorm ammo,flake denier use massiv snowstorm ammo
0.6889,1,scientist investigate lose heata new article science explores mystery,scientist investig lost heata new articl scienc explor mysteri
1.0,0,keder bglscout weather whats difference tcot teaparty glennbeck,keder bglscout weather what differ tcot teaparti glennbeck
0.6676,2,bglscout weather whats difference tcot teaparty glennbeck,bglscout weather what differ tcot teaparti glennbeck
0.6596,1,lauraolin snowverkill evidence,lauraolin snowverkil evid
1.0,1,alternative future world potential human response integrate future,altern futur world potenti human respons integr futur
1.0,1,resp massive blizzard time,resp massiv blizzard time
1.0,2,hill online yesterday record snowfall bury washington w bury chance passing legislation yr,hill onlin yesterday record snowfal buri washington w buri chanc pass legisl yr
0.6271,1,snowpocalypse tell new republic dc nova climatechange,snowpocalyps tell new republ dc nova climatechang
0.6936,0,snow fell dc govt didnt enact federal program combat climategate tcot,snow fell dc govt didnt enact feder program combat climateg tcot
0.6467,2,hunger news cause wolverine decline canada,hunger news caus wolverin declin canada
0.6356,0,snowmaggedon shuts federal government algore reassess hoax snowpocalypse tcot p,snowmaggedon shut feder govern algor reassess hoax snowpocalyps tcot p
0.6894,2,scientist investigate lose heata new article science explores mystery,scientist investig lost heata new articl scienc explor mysteri
1.0,2,terichristoph dont cruel effect al gore melissatweets snowpocalypse,terichristoph dont cruel effect al gore melissatweet snowpocalyps
0.6787,2,white house responds la time backing editorial,white hous respond la time back editori
1.0,1,benbalter snowpocalypse debunks myth wrong make blizzard bad,benbalt snowpocalyps debunk myth wrong make blizzard wors
0.8678,0,effect al gore tcot climategate algore snowpocalypse dc va,effect al gore tcot climateg algor snowpocalyps dc va
0.6591,1,need snowstorm convince skeptic real globalwarming,need snowstorm convinc skeptic real globalwarm
1.0,0,wait thought snowstorm dc sign guy make mind,wait thought snowstorm dc sign guy make mind
0.6807,1,kudos lindsay graham strong,kudo lindsay graham strong
0.6391,0,finally rebuttal snow mean nonsense,final rebutt snow mean nonsens
0.6714,2,mattyglesias freak weather event cause massive disruption convince congress problem,mattyglesia freak weather event caus massiv disrupt convinc congress problem
0.6674,1,michelleincal snow mean,michelleinc snow mean
0.6609,1,snow blizzard middle snowpocalypse wonder public think check,snow blizzard middl snowpocalyps wonder public think check
0.665,2,boblatta dcarea paralyze snow put ice,boblatta dcarea paralyz snow put ice
0.6713,2,journalist middle snowpocalypse wonder public think check,journalist middl snowpocalyps wonder public think check
1.0,0,time blizzard happen gt lol ask al gore,time blizzard happen gt lol ask al gore
0.6733,2,climatechange middle snowpocalypse wonder public think check,climatechang middl snowpocalyps wonder public think check
0.7111,1,late blog nick bridge wonder major weather event affect perception snoverkill,latest blog nick bridg wonder major weather event affect percept snoverkil
1.0,1,phraim definitely white picket lol man apocolyptic weather effed el ni • ðo,phraim definit white picket lol man apocolypt weather ef el ni • ðo
0.6679,1,time magazine claim make blizzard bad,time magazin claim make blizzard wors
1.0,1,big surprise gop wrong actually intensify snow storm hurricane ht kombiz,big surpris gop wrong actual intensifi snow storm hurrican ht kombiz
0.6913,2,identity,ident
0.6616,1,cbstopnewsrss snow storm fuel conservative mockery thenewsblotter,cbstopnewsrss snow storm fuel conserv mockeri thenewsblott
0.6502,0,jmalderete treehugger finally rebuttal snow mean nonsense air mainstream medium,jmalderet treehugg final rebutt snow mean nonsens air mainstream media
0.6099,1,mulchtmc confuse there app,mulchtmc confus there app
0.6505,1,mmaction aravosis rightwingers claim blizzard prof doesnt exist p,mmaction aravosi rightwing claim blizzard prove doesnt exist p
0.6636,1,msnbcs ratigan claim cause snowpocalypse msnbcs dylab ratigan host,msnbc ratigan claim caus snowpocalyps msnbc dylab ratigan host
1.0,1,empresscgc finally rebuttal snow mean nonsense air mainstream medium video treehugger,empresscgc final rebutt snow mean nonsens air mainstream media video treehugg
0.6734,2,conservative use snowmageddon mock,conserv use snowmageddon mock
0.6787,0,jasonmattera day shovel car snow day,jasonmattera day shovel car snow day
0.5173,0,inhofe get laugh ipcc,inhof get laugh ipcc
0.47200000000000003,0,tory candidate train rightwing group bad mouth nh dismisses back waterboarding,tori candid train rightw group bad mouth nh dismiss back waterboard
0.6415,1,day shovel car snow day,day shovel car snow day
0.6687,2,argue activist shot credibility rush make case set,argu activist shot credibl rush make case set
0.6908,1,aravosis rightwingers claim blizzard prof doesnt exist p,aravosi rightwing claim blizzard prove doesnt exist p
0.6334,2,boblatta dcarea paralyze snow put ice,boblatta dcarea paralyz snow put ice
0.6288,1,aravosis rightwingers claim blizzard prof doesnt exist,aravosi rightwing claim blizzard prove doesnt exist
1.0,1,rightwingers claim blizzard prof doesnt exist,rightwing claim blizzard prove doesnt exist
0.6711,1,make blizzard likely,make blizzard like
1.0,1,make blizzard bad,make blizzard wors
0.6819,1,scientist investigate lose heat new article science explores mystery g,scientist investig lost heat new articl scienc explor mysteri g
0.6581,2,mattizcoop branding point theyd call chaos instead mighta well snomas,mattizcoop brand point theyd call chao instead mighta better snoma
1.0,0,new hannity snow storm contradict gore theory,new hanniti snow storm contradict gore theori
0.6944,2,branding point theyd call chaos instead mighta well snomas,brand point theyd call chao instead mighta better snoma
1.0,1,snowstorm,snowstorm
0.6724,1,time dc snowstorm make blizzard bad time,time dc snowstorm make blizzard wors time
0.6825,1,mmaction snowstorm disprove snowmageddon,mmaction snowstorm disprov snowmageddon
0.6592,0,snow dc area bury appear case,snow dc area buri appear case
0.6991,2,noreen u use excuse give parking ticket cause late work,noreen u use excus gave park ticket caus late work
0.6621,0,opponent state law boost adam smithlance williams great adam smith,oppon state law boost adam smithlanc william great adam smith
0.7084,1,jamesallenshow accord msnbc cause blizzard,jamesallenshow accord msnbc caus blizzard
0.6751,2,chrisharrisks mmaction snowstorm disprove p tcot,chrisharrisk mmaction snowstorm disprov p tcot
1.0,0,mmfa honest shock keder medium matter use junk science ipcc report,mmfa honest shock keder media matter use junk scienc ipcc report
1.0,0,medium matter use junk science ipcc report,media matter use junk scienc ipcc report
1.0,1,specifically learn school winter disproves summer chrisharrisks snowstorm dont disprove p,specif learn school winter disprov summer chrisharrisk snowstorm dont disprov p
0.6473,0,kathrynlopez,kathrynlopez
1.0,1,mmaction snowstorm disprove p tcot,mmaction snowstorm disprov p tcot
0.4498,1,um bout warmingfamousdc blame snow,um bout warmingfamousdc blame snow
0.7047,1,mmaction snowstorm disprove p tcot,mmaction snowstorm disprov p tcot
1.0,1,snowstorm disprove p tcot,snowstorm disprov p tcot
0.6922,2,opponent state law boost adam smithlance williams great adam smith,oppon state law boost adam smithlanc william great adam smith
0.6795,1,sign earthscan earthcast business success est,sign earthscan earthcast busi success est
1.0,1,ratigan scientist prediction right snowpocalypses bc,ratigan scientist predict right snowpocalyps bc
0.685,1,timrote katesheppard worldresources reading dc snowstorm make blizzard bad time,timrot katesheppard worldresourc read dc snowstorm make blizzard wors time
0.6713,1,make bizzards bad snowtorious snowmageddon noreen,make bizzard wors snowtori snowmageddon noreen
1.0,1,wapo senate offer hope legislation combat,wapo senat offer hope legisl combat
1.0,1,make bizzards bad snowtorious snowmageddon,make bizzard wors snowtori snowmageddon
1.0,1,milesgrant ericboehlert wont drudge acknowledge snowless game vancouver,milesgr ericboehlert wont drudg acknowledg snowless game vancouv
0.6779999999999999,0,newsbusters coffeeman lb newsbusters good morning obama buying snow shovel shovel ready white house,newsbust coffeeman lb newsbust good morn obama buy snow shovel shovel readi white hous
0.6505,2,earth day look changeoftentimes earth day go largely unnoticed year,earth day look changeoftentim earth day goe larg unnot year
0.7035,0,mattyglesias freak weather event cause massive disruption convince congress isnt problem,mattyglesia freak weather event caus massiv disrupt convinc congress isnt problem
1.0,1,washingtonpost editorial senate offer hope legislation combat cejapa clear,washingtonpost editori senat offer hope legisl combat cejapa clear
0.7088,0,coffeeman lb newsbusters good morning obama buying snow shovel shovel ready white house,coffeeman lb newsbust good morn obama buy snow shovel shovel readi white hous
0.6861,1,need cozy place survive snomegeddon rent snowfort dc snoverkill beware,need cozi place surviv snomegeddon rent snowfort dc snoverkil bewar
0.7089,0,jnixla soon patent haarp globalwarming conspiracy start plus saw navy talk paper,jnixla soon patent haarp globalwarm conspiraci start plu saw navi talk paper
0.6823,2,irony alert senate cancel hearing impact include public health blizzard,ironi alert senat cancel hear impact includ public health blizzard
0.7068,1,ericboehlert wont drudge acknowledge snowless game kick vancouver,ericboehlert wont drudg acknowledg snowless game kick vancouv
0.6536,1,welovedc sadly chuck norris use blizzard deny push nwo conspiracy,welovedc sadli chuck norri use blizzard deni push nwo conspiraci
0.8351,1,clarksonuniv nasa grant enable clarkson nyserda improve education new york state,clarksonuniv nasa grant enabl clarkson nyserda improv educ new york state
